#X,V0_V,dV0dT_V_K
0.7500723,3.42858093163912,-4.34228696522416e-05
0.7520724,3.42854571309942,-4.35177027195997e-05
0.7540726,3.42851062583356,-4.36162669240341e-05
0.7560727,3.42847540402393,-4.37149347711651e-05
0.7580729,3.428440285857,-4.38136026182961e-05
0.760073,3.42840509494844,-4.39121668227305e-05
0.7620731,3.4283699738536,-4.40372635574859e-05
0.7640733,3.42833479400371,-4.41754192720086e-05
0.7660734,3.4282996450549,-4.43134713438348e-05
0.7680736,3.42826449610608,-4.44515234156609e-05
0.7700737,3.42822934715727,-4.45895754874871e-05
0.7720739,3.42819421354757,-4.47359189750385e-05
0.774074,3.42815899738647,-4.48936631592122e-05
0.7760741,3.428123853967,-4.50515109860825e-05
0.7780743,3.42808874144859,-4.52092551702562e-05
0.7800744,3.42805349438642,-4.53671029971265e-05
0.7820746,3.42801838186801,-4.55248471813003e-05
0.7840747,3.42798320754746,-4.56827986508671e-05
0.7860749,3.42794813686961,-4.58407501204339e-05
0.788075,3.42791296254907,-4.59987015900008e-05
0.7900751,3.42787778822852,-4.61566530595677e-05
0.7920753,3.42784261390798,-4.63146045291345e-05
0.7940754,3.42780742301496,-4.65084163717133e-05
0.7960756,3.4277723524563,-4.67056484232787e-05
0.7980757,3.42773717825494,-4.69028804748441e-05
0.8000759,3.42770200405359,-4.71001125264096e-05
0.802076,3.42766682985223,-4.7297344577975e-05
0.8040761,3.4276316247498,-4.7494680272237e-05
0.8060763,3.42759655419114,-4.76919123238025e-05
0.8080764,3.42756137998979,-4.78891443753679e-05
0.8100766,3.42752620578843,-4.80863764269333e-05
0.8120767,3.42749103158707,-4.82836084784988e-05
0.8140769,3.42745591252881,-4.84490222222184e-05
0.816077,3.42742069624852,-4.85674858243935e-05
0.8180771,3.42738558361092,-4.86859494265687e-05
0.8200773,3.42735036733063,-4.88044130287438e-05
0.8220774,3.42731525469304,-4.89228766309189e-05
0.8240776,3.42728009965003,-4.90352253139967e-05
0.8260777,3.42724497595376,-4.91140974060835e-05
0.8280779,3.42719244028447,-4.91929694981704e-05
0.830078,3.42713544797922,-4.92718415902573e-05
0.8320781,3.42707845567397,-4.93507136823441e-05
0.8340783,3.42702132882496,-4.94296894171275e-05
0.8360784,3.42696433482516,-4.94908386081016e-05
0.8380786,3.4269073060895,-4.95500185878409e-05
0.8400787,3.42685027735385,-4.96091985675802e-05
0.8420789,3.42679327951926,-4.96682749046229e-05
0.844079,3.42673625078361,-4.97274548843622e-05
0.8460791,3.42667918630159,-4.98121309674568e-05
0.8480793,3.42662212678405,-4.99106951718912e-05
0.8500794,3.42656514000814,-5.00093630190222e-05
0.8520796,3.42650804958954,-5.01080308661532e-05
0.8540797,3.4264510937147,-5.02065950705876e-05
0.8560799,3.42639400329609,-5.03052629177186e-05
0.85808,3.42633701652018,-5.04039307648496e-05
0.8600801,3.42627999884321,-5.05027022546772e-05
0.8620803,3.4262229084246,-5.06013701018082e-05
0.8640804,3.42616589074762,-5.07001415916358e-05
0.8660806,3.42610890915903,-5.07960110859595e-05
0.8680807,3.42605178231002,-5.08749868207429e-05
0.8700809,3.42599479000477,-5.09538589128297e-05
0.872081,3.42593779769952,-5.10327310049166e-05
0.8740811,3.42588070175158,-5.11116030970035e-05
0.8760813,3.42582370944633,-5.11904751890903e-05
0.8780814,3.42576672638602,-5.12519353081541e-05
0.8800816,3.42570969765036,-5.13111152878934e-05
